genes,variables,statistic,p.value,parameter,method,padj
MTAP,epmajor.3years,2.61676822031912,0.105739600208799,1,Kruskal-Wallis rank sum test,1
MTAP,Fat.bin_10,0.824967369987584,0.363731815097096,1,Kruskal-Wallis rank sum test,1
MTAP,Fat.bin_40,0.319655107002232,0.571814986748257,1,Kruskal-Wallis rank sum test,1
MTAP,IPH.bin,0.438574995964653,0.507811047187153,1,Kruskal-Wallis rank sum test,1
MTAP,Macrophages.bin,0.417424874400731,0.518224786641197,1,Kruskal-Wallis rank sum test,1
MTAP,SMC.bin,0.160401038736148,0.688787558361762,1,Kruskal-Wallis rank sum test,1
PDGFD,Calc.bin,0.0228241721741489,0.879915204677527,1,Kruskal-Wallis rank sum test,1
PDGFD,Collagen.bin,0.965355314763773,0.32584128812272,1,Kruskal-Wallis rank sum test,1
PDGFD,epmajor.3years,0.689112298547906,0.406466485077671,1,Kruskal-Wallis rank sum test,1
PDGFD,Fat.bin_10,2.30862847184,0.128657528125419,1,Kruskal-Wallis rank sum test,1
PDGFD,Fat.bin_40,0.164824049040163,0.684753414810367,1,Kruskal-Wallis rank sum test,1
PDGFD,IPH.bin,1.58048804860544,0.208690408043987,1,Kruskal-Wallis rank sum test,1
PDGFD,Macrophages.bin,0.000856564177167241,0.976651551953941,1,Kruskal-Wallis rank sum test,1
PDGFD,SMC.bin,0.166851774429716,0.682925026981224,1,Kruskal-Wallis rank sum test,1
PHACTR1,Calc.bin,0.347637566368523,0.555453502564,1,Kruskal-Wallis rank sum test,1
PHACTR1,Collagen.bin,2.12315758668387,0.145087151646533,1,Kruskal-Wallis rank sum test,1
PHACTR1,epmajor.3years,0.490166475782747,0.48385305281711,1,Kruskal-Wallis rank sum test,1
PHACTR1,Fat.bin_10,0.246537030396291,0.61952408560351,1,Kruskal-Wallis rank sum test,1
PHACTR1,Fat.bin_40,1.93811826713945,0.163872995447998,1,Kruskal-Wallis rank sum test,1
PHACTR1,IPH.bin,0.0948179337621575,0.758139243883475,1,Kruskal-Wallis rank sum test,1
PHACTR1,Macrophages.bin,0.776759566591274,0.378134015244193,1,Kruskal-Wallis rank sum test,1
PHACTR1,SMC.bin,1.9043135736116,0.16759628659298,1,Kruskal-Wallis rank sum test,1
PRKAR2B,Calc.bin,2.87724746819896,0.0898394710411922,1,Kruskal-Wallis rank sum test,1
PRKAR2B,Collagen.bin,5.20704147695854,0.0224955829988471,1,Kruskal-Wallis rank sum test,1
PRKAR2B,epmajor.3years,7.09769428948887,0.00771831779376965,1,Kruskal-Wallis rank sum test,1
PRKAR2B,Fat.bin_10,0.958557493542432,0.327550584026046,1,Kruskal-Wallis rank sum test,1
PRKAR2B,Fat.bin_40,0.078338900868801,0.779561229665268,1,Kruskal-Wallis rank sum test,1
PRKAR2B,IPH.bin,0.166313325370453,0.683409274220331,1,Kruskal-Wallis rank sum test,1
PRKAR2B,Macrophages.bin,1.00405483692638,0.316331341215925,1,Kruskal-Wallis rank sum test,1
PRKAR2B,SMC.bin,2.15885479921422,0.141750301187632,1,Kruskal-Wallis rank sum test,1
RTKN2,Calc.bin,0.00516227899409135,0.942722076123562,1,Kruskal-Wallis rank sum test,1
RTKN2,Collagen.bin,7.81419871532965,0.00518373266241523,1,Kruskal-Wallis rank sum test,1
RTKN2,epmajor.3years,0.120445281954178,0.728552046309339,1,Kruskal-Wallis rank sum test,1
RTKN2,Fat.bin_10,5.42673573741077,0.0198307135716069,1,Kruskal-Wallis rank sum test,1
RTKN2,Fat.bin_40,0.79813834008379,0.371650558721954,1,Kruskal-Wallis rank sum test,1
RTKN2,IPH.bin,0.69171403261444,0.405581985896491,1,Kruskal-Wallis rank sum test,1
RTKN2,Macrophages.bin,5.33730149563107,0.020873761300294,1,Kruskal-Wallis rank sum test,1
RTKN2,SMC.bin,0.0262360856684718,0.871325091168254,1,Kruskal-Wallis rank sum test,1
SAMD8,Calc.bin,3.28061891285267,0.0701024883446855,1,Kruskal-Wallis rank sum test,1
SAMD8,Collagen.bin,0.831070958477086,0.361963032922038,1,Kruskal-Wallis rank sum test,1
SAMD8,epmajor.3years,0.0174198041393385,0.894996863628664,1,Kruskal-Wallis rank sum test,1
SAMD8,Fat.bin_10,0.374515784440978,0.540553009582363,1,Kruskal-Wallis rank sum test,1
SAMD8,Fat.bin_40,1.92298389017499,0.165528090986784,1,Kruskal-Wallis rank sum test,1
SAMD8,IPH.bin,0.621088197344194,0.430643192308686,1,Kruskal-Wallis rank sum test,1
SAMD8,Macrophages.bin,0.0481913249982794,0.826240931298955,1,Kruskal-Wallis rank sum test,1
SAMD8,SMC.bin,1.51364685432256,0.218583451009384,1,Kruskal-Wallis rank sum test,1
SMG6,Calc.bin,0.229322161612044,0.63202689150937,1,Kruskal-Wallis rank sum test,1
SMG6,Collagen.bin,0.00431675416731777,0.947615071826061,1,Kruskal-Wallis rank sum test,1
SMG6,epmajor.3years,0.218359735941442,0.640292569355182,1,Kruskal-Wallis rank sum test,1
SMG6,Fat.bin_10,0.138999249703075,0.709277927181071,1,Kruskal-Wallis rank sum test,1
SMG6,Fat.bin_40,1.69539370545234,0.19289148342922,1,Kruskal-Wallis rank sum test,1
SMG6,IPH.bin,0.517175749626,0.472048919534812,1,Kruskal-Wallis rank sum test,1
SMG6,Macrophages.bin,0.0612525075271682,0.804527142078294,1,Kruskal-Wallis rank sum test,1
SMG6,SMC.bin,0.996146954808871,0.318244631611041,1,Kruskal-Wallis rank sum test,1
TBC1D7,Calc.bin,0.61350327057812,0.433471807744867,1,Kruskal-Wallis rank sum test,1
TBC1D7,Collagen.bin,1.46720229122344,0.225787628384166,1,Kruskal-Wallis rank sum test,1
TBC1D7,epmajor.3years,0.0543600627560778,0.815643031387397,1,Kruskal-Wallis rank sum test,1
TBC1D7,Fat.bin_10,1.37680708611021,0.240645766274506,1,Kruskal-Wallis rank sum test,1
TBC1D7,Fat.bin_40,1.43368096828973,0.231164640709976,1,Kruskal-Wallis rank sum test,1
TBC1D7,IPH.bin,0.418036212749911,0.517918565906595,1,Kruskal-Wallis rank sum test,1
TBC1D7,Macrophages.bin,1.98138411709194,0.159244668834321,1,Kruskal-Wallis rank sum test,1
TBC1D7,SMC.bin,0.228293843446952,0.632791813704749,1,Kruskal-Wallis rank sum test,1
TOMM40,Calc.bin,0.11580919986044,0.733624963813716,1,Kruskal-Wallis rank sum test,1
TOMM40,Collagen.bin,3.26757636424485,0.0706619455900855,1,Kruskal-Wallis rank sum test,1
TOMM40,epmajor.3years,1.85335342331883,0.173393874572245,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_10,2.06060737964512,0.151149912313753,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_40,0.0628793943858147,0.802001493144824,1,Kruskal-Wallis rank sum test,1
TOMM40,IPH.bin,0.0648871430069676,0.798931992296976,1,Kruskal-Wallis rank sum test,1
TOMM40,Macrophages.bin,0.0801676772722051,0.777070308295686,1,Kruskal-Wallis rank sum test,1
TOMM40,SMC.bin,1.79848276274084,0.179896029745145,1,Kruskal-Wallis rank sum test,1
VCL,Calc.bin,3.81677883992248,0.0507416988916349,1,Kruskal-Wallis rank sum test,1
VCL,Collagen.bin,0.00481864821484954,0.944658108441272,1,Kruskal-Wallis rank sum test,1
VCL,epmajor.3years,0.244818335438225,0.62074751403906,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_10,0.205648660481122,0.650199529995169,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_40,2.50223458398954,0.113684888521807,1,Kruskal-Wallis rank sum test,1
VCL,IPH.bin,0.355443687191117,0.551047649263432,1,Kruskal-Wallis rank sum test,1
VCL,Macrophages.bin,1.92266368826486,0.165563314150511,1,Kruskal-Wallis rank sum test,1
VCL,SMC.bin,4.00836266522726,0.0452750985697412,1,Kruskal-Wallis rank sum test,1
VDAC2,Calc.bin,0.46825050841696,0.493793119332609,1,Kruskal-Wallis rank sum test,1
VDAC2,Collagen.bin,3.3623221498371,0.0667039469764214,1,Kruskal-Wallis rank sum test,1
VDAC2,epmajor.3years,0.357804991690379,0.549727821254264,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_10,0.13135814788486,0.717028000124899,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_40,0.489279395254257,0.484248925895856,1,Kruskal-Wallis rank sum test,1
VDAC2,IPH.bin,1.08899429923323,0.296694147084602,1,Kruskal-Wallis rank sum test,1
VDAC2,Macrophages.bin,2.32993345848493,0.126907302020656,1,Kruskal-Wallis rank sum test,1
VDAC2,SMC.bin,1.91742273978477,0.166141054530857,1,Kruskal-Wallis rank sum test,1
ZFHX4,Calc.bin,0.228885757863568,0.632351255776644,1,Kruskal-Wallis rank sum test,1
ZFHX4,Collagen.bin,0.512113665379298,0.474225295295068,1,Kruskal-Wallis rank sum test,1
ZFHX4,epmajor.3years,8.93951944525342,0.00279066128815721,1,Kruskal-Wallis rank sum test,1
ZFHX4,Fat.bin_10,5.92138253176654,0.014958216688402,1,Kruskal-Wallis rank sum test,1
ZFHX4,Fat.bin_40,0.0276754098840237,0.867874217589931,1,Kruskal-Wallis rank sum test,1
ZFHX4,IPH.bin,1.32902026222935,0.248979588942497,1,Kruskal-Wallis rank sum test,1
ZFHX4,Macrophages.bin,1.73441904104708,0.187847527638678,1,Kruskal-Wallis rank sum test,1
ZFHX4,SMC.bin,1.29294829579328,0.255505327427016,1,Kruskal-Wallis rank sum test,1
ZNF32,Calc.bin,0.000843564220255074,0.976829357254093,1,Kruskal-Wallis rank sum test,1
ZNF32,Collagen.bin,0.0774781610283037,0.780744471692723,1,Kruskal-Wallis rank sum test,1
ZNF32,epmajor.3years,2.20902970057317,0.137204944523715,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_10,1.42765353043184,0.23214776557135,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_40,0.00440157538752538,0.947103659122493,1,Kruskal-Wallis rank sum test,1
ZNF32,IPH.bin,0.0222377456749226,0.881456374914544,1,Kruskal-Wallis rank sum test,1
ZNF32,Macrophages.bin,0.477832087647394,0.489405936243313,1,Kruskal-Wallis rank sum test,1
ZNF32,SMC.bin,0.291044243587468,0.589552130313026,1,Kruskal-Wallis rank sum test,1
ZNF485,Calc.bin,1.32996646429239,0.248811183907904,1,Kruskal-Wallis rank sum test,1
ZNF485,Collagen.bin,0.680872702636142,0.409286374035401,1,Kruskal-Wallis rank sum test,1
ZNF485,epmajor.3years,0.477454916527552,0.489577402080093,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_10,0.220956268247893,0.638312253989412,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_40,4.7071242043667,0.0300378595665257,1,Kruskal-Wallis rank sum test,1
ZNF485,IPH.bin,0.148917453116927,0.699572032715363,1,Kruskal-Wallis rank sum test,1
ZNF485,Macrophages.bin,1.15745631797648,0.281993703012458,1,Kruskal-Wallis rank sum test,1
ZNF485,SMC.bin,1.68295021995279,0.194532898493503,1,Kruskal-Wallis rank sum test,1
