genes,variables,statistic,p.value,parameter,method,padj
SMG6,Fat.bin_10,0.50234635358918,0.478470965109144,1,Kruskal-Wallis rank sum test,1
SMG6,Fat.bin_40,2.13252113749477,0.144203404949437,1,Kruskal-Wallis rank sum test,1
SMG6,IPH.bin,0.526108642272706,0.468247477393429,1,Kruskal-Wallis rank sum test,1
SMG6,Macrophages.bin,0.0464564221027564,0.829348263444495,1,Kruskal-Wallis rank sum test,1
SMG6,SMC.bin,0.944953053220707,0.331007289981879,1,Kruskal-Wallis rank sum test,1
TBC1D7,Calc.bin,0.757876927352792,0.383993750502892,1,Kruskal-Wallis rank sum test,1
TBC1D7,Collagen.bin,1.13426990614896,0.286866389426359,1,Kruskal-Wallis rank sum test,1
TBC1D7,epmajor.3years,0.0165706381814399,0.897573677457741,1,Kruskal-Wallis rank sum test,1
TBC1D7,Fat.bin_10,2.54955729599324,0.110325164951106,1,Kruskal-Wallis rank sum test,1
TBC1D7,Fat.bin_40,1.72641910182846,0.188868858120894,1,Kruskal-Wallis rank sum test,1
TBC1D7,IPH.bin,0.766661166813018,0.381251933051245,1,Kruskal-Wallis rank sum test,1
TBC1D7,Macrophages.bin,2.1947140068557,0.138484910392299,1,Kruskal-Wallis rank sum test,1
TBC1D7,SMC.bin,0.332989990220058,0.5639037551018,1,Kruskal-Wallis rank sum test,1
TOMM40,Calc.bin,0.0100930477221833,0.919975833925187,1,Kruskal-Wallis rank sum test,1
TOMM40,Collagen.bin,4.23288044522954,0.0396480995161768,1,Kruskal-Wallis rank sum test,1
TOMM40,epmajor.3years,2.90258261484801,0.0884377556915984,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_10,1.77014794070585,0.183363771271471,1,Kruskal-Wallis rank sum test,1
TOMM40,Fat.bin_40,0.163601933000136,0.685861724670688,1,Kruskal-Wallis rank sum test,1
TOMM40,IPH.bin,0.0932933256468741,0.760031394811047,1,Kruskal-Wallis rank sum test,1
TOMM40,Macrophages.bin,0.0470070028954906,0.828355651364947,1,Kruskal-Wallis rank sum test,1
TOMM40,SMC.bin,2.1269612028549,0.144727426663675,1,Kruskal-Wallis rank sum test,1
VCL,Calc.bin,3.38069602859326,0.0659641923593342,1,Kruskal-Wallis rank sum test,1
VCL,Collagen.bin,0.0318919514987041,0.858265004078078,1,Kruskal-Wallis rank sum test,1
VCL,epmajor.3years,0.342868671315602,0.558178032297958,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_10,0.362698519074968,0.547011353367772,1,Kruskal-Wallis rank sum test,1
VCL,Fat.bin_40,3.28998876297557,0.0697034992508051,1,Kruskal-Wallis rank sum test,1
VCL,IPH.bin,0.472781354733261,0.491710390446727,1,Kruskal-Wallis rank sum test,1
VCL,Macrophages.bin,2.88204317913263,0.0895723016257305,1,Kruskal-Wallis rank sum test,1
VCL,SMC.bin,5.21760911759862,0.0223592719549091,1,Kruskal-Wallis rank sum test,1
VDAC2,Calc.bin,0.70596680844869,0.400785994033243,1,Kruskal-Wallis rank sum test,1
VDAC2,Collagen.bin,3.18007388651659,0.0745413590945605,1,Kruskal-Wallis rank sum test,1
VDAC2,epmajor.3years,0.573983876808775,0.448680158534448,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_10,0.00309745784618975,0.955616800278162,1,Kruskal-Wallis rank sum test,1
VDAC2,Fat.bin_40,0.375048980980546,0.540264921774257,1,Kruskal-Wallis rank sum test,1
VDAC2,IPH.bin,0.648047627774704,0.420811569561384,1,Kruskal-Wallis rank sum test,1
VDAC2,Macrophages.bin,2.65688127392745,0.103102711021467,1,Kruskal-Wallis rank sum test,1
VDAC2,SMC.bin,1.49186558544568,0.221927229207885,1,Kruskal-Wallis rank sum test,1
ZNF32,Calc.bin,0.00826791502230497,0.92754974109849,1,Kruskal-Wallis rank sum test,1
ZNF32,Collagen.bin,0.0738843909163068,0.785762861205851,1,Kruskal-Wallis rank sum test,1
ZNF32,epmajor.3years,3.1316877767925,0.0767842086985481,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_10,1.86717633065121,0.171798828519128,1,Kruskal-Wallis rank sum test,1
ZNF32,Fat.bin_40,0.0523295086564319,0.81905822520198,1,Kruskal-Wallis rank sum test,1
ZNF32,IPH.bin,0.0220413378600726,0.881977183409502,1,Kruskal-Wallis rank sum test,1
ZNF32,Macrophages.bin,0.435538383968658,0.509283785945602,1,Kruskal-Wallis rank sum test,1
ZNF32,SMC.bin,0.348936926972929,0.554715527647322,1,Kruskal-Wallis rank sum test,1
ZNF485,Calc.bin,1.99354979484827,0.157970211496732,1,Kruskal-Wallis rank sum test,1
ZNF485,Collagen.bin,0.45099484464258,0.501862896760118,1,Kruskal-Wallis rank sum test,1
ZNF485,epmajor.3years,1.03190278727798,0.309712176316344,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_10,0.108560459720843,0.741789021495822,1,Kruskal-Wallis rank sum test,1
ZNF485,Fat.bin_40,4.05793262363039,0.0439642927677453,1,Kruskal-Wallis rank sum test,1
ZNF485,IPH.bin,0.0221314287590122,0.881737998973811,1,Kruskal-Wallis rank sum test,1
ZNF485,Macrophages.bin,0.603354991674297,0.437300800340427,1,Kruskal-Wallis rank sum test,1
ZNF485,SMC.bin,0.971708607868134,0.324254426418189,1,Kruskal-Wallis rank sum test,1
